STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,GEO_AREA,Geographical area,AGE,Age,SEX,Sex,EDUCATION_LEVEL,Education level,INCOME_GROUP,Income group,EMP_STATUS,Employment status,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7_HH,V7 Breakdowns households
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,89.9074,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,82.416,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,93.1534,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,88.7752,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,AUT,Austria,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,90.4008,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,91.74,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,92.6641,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,95.4343,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,97.0007,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,95.1559,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,96.137,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,DNK,Denmark,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,94.3436,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,90.861,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,92.2999,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,94.4364,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,81.825,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,84.7857,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,87.2725,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,BEL,Belgium,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,85.9684,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,80.8858,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,83.6132,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,86.2398,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,88.7443,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,89.4069,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,67.7097,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ROU,Romania,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,72.3974,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,93.5729,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,99.1774,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,97.6387,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,92.9859,,B,Time series break,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,96.7802,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,97.035,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,LUX,Luxembourg,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,97.2252,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,59.93948781,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,66.44011638,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,68.50134336,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,47.01712112,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,MEX,Mexico,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,52.51085169,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EST,Estonia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,89.9774,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,EST,Estonia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,91.818,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,86.9145,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,97.4997,,B,Time series break,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,84.8585,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,88.3699,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,89.1129,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,IRL,Ireland,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,90.5917,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,85.8736,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,86.4128,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,88.5629,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,90.1727,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,93.3281,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,FRA,France,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,92.2545,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,76.4545,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,81.5207,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,80.5223,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,86.0909,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2020,,84.999,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,85.5223,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,HRV,Croatia,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,76.7064,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,90.4892,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2022,,91.4519,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2017,,81.0244,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2018,,84.3384,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2016,,78.51,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2019,,85.1726,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,ITA,Italy,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,75.3897,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2021,,91.9753,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
DATAFLOW,OECD.STI.DEP:DSD_ICT_HH_IND@DF_HH(1.0),ICT Access and Usage by Households,I,TUR,Türkiye,A,Annual,B1_HH,Households with Internet access at home,PT_HH,Percentage of households,_T,Total,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_T,Total,_Z,Not applicable,2015,,69.5445,,A,Normal value,,,,,0,Units,,,2,Two,HH_TOTAL,All (households)
